Идентификатор,Наименование,Адрес,Выручка 2020,Выручка 2021,Выручка 2022,Дельта по выручке,Число сотрудников 2020,Число сотрудников 2021,Число сотрудников 2022,Дельта по сотрудникам
342379,Васильки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Миклухо-Маклая, дом 18, корпус 1",28152855.0,37312103.0,25820030.0,-2332825.0,7.0,17.0,6.0,-1.0
301466,Bagel 1st,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",27835434.0,,25481162.0,-2354272.0,16.0,11.0,15.0,-1.0
349843,Чайхона,"город Москва, Дмитровское шоссе, дом 91",32847854.0,21349300.0,30489332.0,-2358522.0,17.0,18.0,15.0,-2.0
195049,Pub no Pub,"город Москва, Таганская площадь, дом 86/1, строение 1",27117843.0,,24749231.0,-2368612.0,6.0,10.0,7.0,1.0
348802,МЛес,"город Москва, Боровское шоссе, дом 2, корпус 7",37033755.0,21122700.0,34656534.0,-2377221.0,13.0,14.0,19.0,6.0
359365,Кафе-Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Газетный переулок, дом 3-5, строение 1",38567817.0,22670410.0,36190577.0,-2377240.0,16.0,,11.0,-5.0
187542,Раменная Tegari,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",35886045.0,25911902.0,33498173.0,-2387872.0,13.0,6.0,13.0,0.0
371828,ABC Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Малый Патриарший переулок, дом 5, строение 1",36450788.0,37271994.0,34060894.0,-2389894.0,10.0,7.0,12.0,2.0
214496,Upside Down Cake,"город Москва, Кутузовский проспект, дом 57",23542220.0,30498995.0,21152220.0,-2390000.0,11.0,,16.0,5.0
366679,Столовая 9-й таксомоторный парк,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Харьковский проезд, дом 2",29772938.0,32741000.0,27379116.0,-2393822.0,18.0,15.0,16.0,-2.0
23761,Столовая ГБПОУ ЗКНО,"город Москва, улица Горбунова, дом 10, строение 1",33557547.0,35135014.0,31141823.0,-2415724.0,8.0,,18.0,10.0
317560,SOROKA BISTRO,"город Москва, улица Кржижановского, владение 22, строение 1",26021492.0,20491518.0,23601852.0,-2419640.0,10.0,17.0,15.0,5.0
225326,KFC,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 1",25385159.0,30910462.0,22964865.0,-2420294.0,19.0,19.0,19.0,0.0
374079,Sweet Market,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",25239072.0,37212154.0,22798345.0,-2440727.0,17.0,,14.0,-3.0
260964,Dereza Сыр и вино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Красносельская улица, дом 35, строение 49",31447501.0,29061059.0,28995674.0,-2451827.0,7.0,,16.0,9.0
187632,Хлебная Лавка Перкарня,"город Москва, Ленинградский проспект, дом 75Г, строение 1",29055238.0,,26585863.0,-2469375.0,13.0,18.0,10.0,-3.0
233652,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Волочаевская улица, дом 12А, строение 1",29132679.0,27730925.0,26648494.0,-2484185.0,9.0,19.0,8.0,-1.0
327873,NICEPRICECAFE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Смоленская площадь, дом 6, строение 1",24856657.0,,22351670.0,-2504987.0,6.0,16.0,18.0,12.0
286650,Синема Стар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 163А, корпус 1",33487633.0,33303236.0,30972958.0,-2514675.0,18.0,,12.0,-6.0
358172,Pattaya,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",37152893.0,28734081.0,34637957.0,-2514936.0,18.0,7.0,11.0,-7.0
223678,Ресторан ТИБЕРИО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Шипиловская улица, дом 28А",39411494.0,29230579.0,36888868.0,-2522626.0,9.0,14.0,12.0,3.0
366580,Японская кухня RYBA International,"город Москва, проспект Вернадского, дом 86В",26106155.0,,23545202.0,-2560953.0,17.0,,19.0,2.0
29376,Буфет Школа № 536,"город Москва, Азовская улица, дом 31",39102116.0,20486832.0,36456948.0,-2645168.0,18.0,,13.0,-5.0
358147,Camera Obscura,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",32632042.0,27602002.0,29935856.0,-2696186.0,6.0,16.0,6.0,0.0
21434,ГБОУ школа № 1236,"город Москва, улица Добролюбова, дом 14",37490816.0,24582203.0,34772936.0,-2717880.0,6.0,,18.0,12.0
167064,Кофе пью,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 6, строение 2",38247853.0,21202423.0,35499712.0,-2748141.0,15.0,7.0,18.0,3.0
